Date,Close
6/7/1991,1.283
6/10/1991,1.287
6/11/1991,1.28
6/12/1991,1.271
6/13/1991,1.293
6/14/1991,1.293
6/17/1991,1.262
6/18/1991,1.245
6/19/1991,1.215
6/20/1991,1.167
6/21/1991,1.195
6/24/1991,1.118
6/25/1991,1.123
6/26/1991,1.142
6/27/1991,1.182
6/28/1991,1.208
7/1/1991,1.19
7/2/1991,1.171
7/3/1991,1.191
7/5/1991,1.183
7/8/1991,1.198
7/9/1991,1.18
7/10/1991,1.16
7/11/1991,1.157
7/12/1991,1.165
7/15/1991,1.169
7/16/1991,1.205
7/17/1991,1.235
7/18/1991,1.25
7/19/1991,1.247
7/22/1991,1.22
7/23/1991,1.195
7/24/1991,1.216
7/25/1991,1.245
7/26/1991,1.238
7/29/1991,1.225
7/30/1991,1.238
7/31/1991,1.26
8/1/1991,1.255
8/2/1991,1.26
8/5/1991,1.275
8/6/1991,1.286
8/7/1991,1.294
8/8/1991,1.293
8/9/1991,1.288
8/12/1991,1.289
8/13/1991,1.287
8/14/1991,1.283
8/15/1991,1.288
8/16/1991,1.278
8/19/1991,1.294
8/20/1991,1.293
8/21/1991,1.312
8/22/1991,1.42
8/23/1991,1.522
8/26/1991,1.593
8/27/1991,1.576
8/28/1991,1.578
8/29/1991,1.571
8/30/1991,1.564
9/3/1991,1.556
9/4/1991,1.568
9/5/1991,1.593
9/6/1991,1.617
9/9/1991,1.629
9/10/1991,1.683
9/11/1991,1.629
9/12/1991,1.596
9/13/1991,1.59
9/16/1991,1.595
9/17/1991,1.598
9/18/1991,1.61
9/19/1991,1.67
9/20/1991,1.742
9/23/1991,1.8
9/24/1991,1.889
9/25/1991,1.899
9/26/1991,1.918
9/27/1991,1.92
9/30/1991,1.935
10/1/1991,1.907
10/2/1991,1.894
10/3/1991,1.891
10/4/1991,1.904
10/7/1991,1.913
10/8/1991,1.943
10/9/1991,1.97
10/10/1991,1.958
10/11/1991,1.955
10/14/1991,1.982
10/15/1991,1.986
10/16/1991,2.001
10/17/1991,2.014
10/18/1991,2.025
10/21/1991,2.013
10/22/1991,1.91
10/23/1991,1.889
10/24/1991,1.772
10/25/1991,2.081
10/28/1991,2.106
10/29/1991,2.092
10/30/1991,2.065
10/31/1991,2.046
11/1/1991,2.083
11/4/1991,2.12
11/5/1991,2.071
11/6/1991,2.063
11/7/1991,2.082
11/8/1991,2.082
11/11/1991,2.07
11/12/1991,2.055
11/13/1991,2.04
11/14/1991,2
11/15/1991,2.04
11/18/1991,2.001
11/19/1991,1.91
11/20/1991,1.987
11/21/1991,2.089
11/22/1991,2.086
11/25/1991,2.078
11/26/1991,2.066
11/27/1991,2.105
11/29/1991,2.09
12/2/1991,2.1
12/3/1991,2.102
12/4/1991,2.083
12/5/1991,2.024
12/6/1991,1.979
12/9/1991,1.939
12/10/1991,1.93
12/11/1991,1.851
12/12/1991,1.873
12/13/1991,1.836
12/16/1991,1.834
12/17/1991,1.825
12/18/1991,1.765
12/19/1991,1.708
12/20/1991,1.695
12/23/1991,1.397
12/24/1991,1.4
12/26/1991,1.381
12/27/1991,1.378
12/30/1991,1.38
12/31/1991,1.343
1/2/1992,1.305
1/3/1992,1.299
1/6/1992,1.278
1/7/1992,1.304
1/8/1992,1.29
1/9/1992,1.259
1/10/1992,1.206
1/13/1992,1.234
1/14/1992,1.247
1/15/1992,1.294
1/16/1992,1.35
1/17/1992,1.246
1/20/1992,1.227
1/21/1992,1.228
1/22/1992,1.149
1/23/1992,1.075
1/24/1992,1.046
1/27/1992,1.218
1/28/1992,1.181
1/29/1992,1.18
1/30/1992,1.166
1/31/1992,1.18
2/3/1992,1.176
2/4/1992,1.198
2/5/1992,1.189
2/6/1992,1.183
2/7/1992,1.19
2/10/1992,1.196
2/11/1992,1.13
2/12/1992,1.136
2/13/1992,1.115
2/14/1992,1.079
2/18/1992,1.081
2/19/1992,1.139
2/20/1992,1.145
2/21/1992,1.249
2/24/1992,1.175
2/25/1992,1.18
2/26/1992,1.18
2/27/1992,1.156
2/28/1992,1.171
3/2/1992,1.167
3/3/1992,1.167
3/4/1992,1.191
3/5/1992,1.18
3/6/1992,1.165
3/9/1992,1.18
3/10/1992,1.188
3/11/1992,1.184
3/12/1992,1.197
3/13/1992,1.212
3/16/1992,1.227
3/17/1992,1.245
3/18/1992,1.247
3/19/1992,1.253
3/20/1992,1.268
3/23/1992,1.346
3/24/1992,1.418
3/25/1992,1.379
3/26/1992,1.322
3/27/1992,1.326
3/30/1992,1.332
3/31/1992,1.357
4/1/1992,1.381
4/2/1992,1.352
4/3/1992,1.319
4/6/1992,1.315
4/7/1992,1.285
4/8/1992,1.305
4/9/1992,1.31
4/10/1992,1.294
4/13/1992,1.27
4/14/1992,1.276
4/15/1992,1.34
4/16/1992,1.361
4/20/1992,1.417
4/21/1992,1.468
4/22/1992,1.571
4/23/1992,1.596
4/24/1992,1.386
4/27/1992,1.383
4/28/1992,1.409
4/29/1992,1.45
4/30/1992,1.422
5/1/1992,1.431
5/4/1992,1.458
5/5/1992,1.529
5/6/1992,1.496
5/7/1992,1.484
5/8/1992,1.475
5/11/1992,1.49
5/12/1992,1.543
5/13/1992,1.562
5/14/1992,1.623
5/15/1992,1.657
5/18/1992,1.678
5/19/1992,1.751
5/20/1992,1.788
5/21/1992,1.685
5/22/1992,1.545
5/26/1992,1.63
5/27/1992,1.59
5/28/1992,1.617
5/29/1992,1.625
6/1/1992,1.66
6/2/1992,1.652
6/3/1992,1.586
6/4/1992,1.609
6/5/1992,1.653
6/8/1992,1.625
6/9/1992,1.634
6/10/1992,1.619
6/11/1992,1.592
6/12/1992,1.535
6/15/1992,1.563
6/16/1992,1.603
6/17/1992,1.605
6/18/1992,1.591
6/19/1992,1.556
6/22/1992,1.545
6/23/1992,1.517
6/24/1992,1.521
6/25/1992,1.53
6/26/1992,1.519
6/29/1992,1.508
6/30/1992,1.518
7/1/1992,1.551
7/2/1992,1.579
7/6/1992,1.577
7/7/1992,1.595
7/8/1992,1.63
7/9/1992,1.639
7/10/1992,1.653
7/13/1992,1.722
7/14/1992,1.692
7/15/1992,1.727
7/16/1992,1.703
7/17/1992,1.714
7/20/1992,1.749
7/21/1992,1.77
7/22/1992,1.809
7/23/1992,1.795
7/24/1992,1.939
7/27/1992,1.856
7/28/1992,1.838
7/29/1992,1.88
7/30/1992,1.932
7/31/1992,1.892
8/3/1992,1.857
8/4/1992,1.861
8/5/1992,1.851
8/6/1992,1.877
8/7/1992,1.889
8/10/1992,1.924
8/11/1992,1.922
8/12/1992,1.911
8/13/1992,1.853
8/14/1992,1.832
8/17/1992,1.762
8/18/1992,1.847
8/19/1992,1.838
8/20/1992,1.845
8/21/1992,1.854
8/24/1992,1.987
8/25/1992,1.929
8/26/1992,1.882
8/27/1992,1.944
8/28/1992,2.115
8/31/1992,2.112
9/1/1992,2.081
9/2/1992,2.051
9/3/1992,2.131
9/4/1992,2.147
9/8/1992,2.044
9/9/1992,2.08
9/10/1992,2.128
9/11/1992,2.148
9/14/1992,2.184
9/15/1992,2.244
9/16/1992,2.269
9/17/1992,2.231
9/18/1992,2.328
9/21/1992,2.452
9/22/1992,2.646
9/23/1992,2.743
9/24/1992,2.464
9/25/1992,2.474
9/28/1992,2.435
9/29/1992,2.513
9/30/1992,2.515
10/1/1992,2.518
10/2/1992,2.505
10/5/1992,2.382
10/6/1992,2.44
10/7/1992,2.39
10/8/1992,2.298
10/9/1992,2.293
10/12/1992,2.23
10/13/1992,2.151
10/14/1992,2.326
10/15/1992,2.432
10/16/1992,2.452
10/19/1992,2.567
10/20/1992,2.571
10/21/1992,2.488
10/22/1992,2.404
10/23/1992,2.499
10/26/1992,2.277
10/27/1992,2.295
10/28/1992,2.361
10/29/1992,2.308
10/30/1992,2.295
11/2/1992,2.421
11/3/1992,2.441
11/4/1992,2.402
11/5/1992,2.382
11/6/1992,2.345
11/9/1992,2.354
11/10/1992,2.417
11/11/1992,2.398
11/12/1992,2.443
11/13/1992,2.423
11/16/1992,2.411
11/17/1992,2.409
11/18/1992,2.375
11/19/1992,2.332
11/20/1992,2.155
11/23/1992,2.108
11/24/1992,2.039
11/25/1992,2.025
11/30/1992,2.087
12/1/1992,1.895
12/2/1992,1.933
12/3/1992,1.979
12/4/1992,1.985
12/7/1992,1.957
12/8/1992,1.971
12/9/1992,2.044
12/10/1992,2.114
12/11/1992,2.089
12/14/1992,2.03
12/15/1992,2.097
12/16/1992,2.072
12/17/1992,2.085
12/18/1992,2.092
12/21/1992,2.031
12/22/1992,2.003
12/23/1992,1.866
12/28/1992,1.735
12/29/1992,1.701
12/30/1992,1.695
12/31/1992,1.687
1/4/1993,1.554
1/5/1993,1.584
1/6/1993,1.582
1/7/1993,1.6
1/8/1993,1.559
1/11/1993,1.614
1/12/1993,1.598
1/13/1993,1.612
1/14/1993,1.646
1/15/1993,1.647
1/18/1993,1.603
1/19/1993,1.551
1/20/1993,1.631
1/21/1993,1.677
1/22/1993,1.634
1/25/1993,1.573
1/26/1993,1.589
1/27/1993,1.575
1/28/1993,1.588
1/29/1993,1.597
2/1/1993,1.627
2/2/1993,1.569
2/3/1993,1.583
2/4/1993,1.618
2/5/1993,1.678
2/8/1993,1.741
2/9/1993,1.686
2/10/1993,1.712
2/11/1993,1.745
2/12/1993,1.71
2/16/1993,1.765
2/17/1993,1.797
2/18/1993,1.873
2/19/1993,1.906
2/22/1993,1.849
2/23/1993,1.835
2/24/1993,1.848
2/25/1993,1.894
2/26/1993,1.856
3/2/1993,1.827
3/3/1993,1.764
3/4/1993,1.798
3/5/1993,1.787
3/8/1993,1.824
3/9/1993,1.921
3/10/1993,1.926
3/11/1993,1.945
3/12/1993,1.915
3/15/1993,1.965
3/16/1993,1.913
3/17/1993,2.013
3/18/1993,2.031
3/19/1993,2.087
3/22/1993,2.042
3/23/1993,2.117
3/24/1993,2.224
3/25/1993,2.023
3/26/1993,1.975
3/29/1993,2.027
3/30/1993,2.042
3/31/1993,2.069
4/1/1993,2.037
4/2/1993,2.025
4/5/1993,2.093
4/6/1993,2.153
4/7/1993,2.154
4/8/1993,2.229
4/12/1993,2.344
4/13/1993,2.32
4/14/1993,2.364
4/15/1993,2.357
4/16/1993,2.391
4/19/1993,2.408
4/20/1993,2.442
4/21/1993,2.633
4/22/1993,2.728
4/23/1993,2.758
4/26/1993,2.317
4/27/1993,2.318
4/28/1993,2.354
4/29/1993,2.372
4/30/1993,2.365
5/3/1993,2.289
5/4/1993,2.317
5/5/1993,2.224
5/6/1993,2.174
5/7/1993,2.162
5/10/1993,2.082
5/11/1993,2.157
5/12/1993,2.215
5/13/1993,2.271
5/14/1993,2.262
5/17/1993,2.314
5/18/1993,2.349
5/19/1993,2.315
5/20/1993,2.322
5/21/1993,2.119
5/24/1993,2.009
5/25/1993,2.084
5/26/1993,2.086
5/27/1993,2.104
5/28/1993,2.141
6/1/1993,2.179
6/2/1993,2.108
6/3/1993,2.114
6/4/1993,2.11
6/7/1993,2.036
6/8/1993,2.126
6/9/1993,2.171
6/10/1993,2.141
6/11/1993,2.178
6/14/1993,2.2
6/15/1993,2.152
6/16/1993,2.193
6/17/1993,2.241
6/18/1993,2.255
6/21/1993,2.195
6/22/1993,2.086
6/23/1993,1.918
6/24/1993,2.159
6/25/1993,2.157
6/28/1993,2.197
6/29/1993,2.171
6/30/1993,2.181
7/1/1993,2.121
7/2/1993,2.104
7/6/1993,2.144
7/7/1993,2.158
7/8/1993,2.126
7/9/1993,2.153
7/12/1993,2.085
7/13/1993,2.081
7/14/1993,2.034
7/15/1993,2.031
7/16/1993,2.067
7/19/1993,2.024
7/20/1993,2.033
7/21/1993,2.095
7/22/1993,2.096
7/23/1993,2.121
7/26/1993,2.124
7/27/1993,2.11
7/28/1993,2.14
7/29/1993,2.181
7/30/1993,2.22
8/2/1993,2.216
8/3/1993,2.189
8/4/1993,2.2
8/5/1993,2.225
8/6/1993,2.203
8/9/1993,2.176
8/10/1993,2.218
8/11/1993,2.253
8/12/1993,2.296
8/13/1993,2.295
8/16/1993,2.357
8/17/1993,2.35
8/18/1993,2.41
8/19/1993,2.39
8/20/1993,2.46
8/23/1993,2.418
8/24/1993,2.401
8/25/1993,2.381
8/26/1993,2.428
8/27/1993,2.447
8/30/1993,2.403
8/31/1993,2.375
9/2/1993,2.406
9/3/1993,2.391
9/7/1993,2.272
9/8/1993,2.283
9/9/1993,2.264
9/10/1993,2.196
9/13/1993,2.196
9/14/1993,2.157
9/15/1993,2.123
9/16/1993,2.085
9/17/1993,2.165
9/20/1993,2.193
9/21/1993,2.238
9/22/1993,2.158
9/23/1993,2.066
9/24/1993,2.257
9/27/1993,2.264
9/28/1993,2.302
9/29/1993,2.318
9/30/1993,2.291
10/1/1993,2.277
10/4/1993,2.197
10/5/1993,2.178
10/6/1993,2.173
10/7/1993,2.122
10/8/1993,2.141
10/11/1993,2.185
10/12/1993,2.151
10/13/1993,2.205
10/14/1993,2.167
10/15/1993,2.172
10/18/1993,2.131
10/19/1993,2.166
10/20/1993,2.116
10/21/1993,2.126
10/22/1993,2.155
10/25/1993,2.313
10/26/1993,2.305
10/27/1993,2.364
10/28/1993,2.385
10/29/1993,2.368
11/1/1993,2.434
11/2/1993,2.407
11/3/1993,2.441
11/4/1993,2.446
11/5/1993,2.44
11/8/1993,2.389
11/9/1993,2.38
11/10/1993,2.323
11/11/1993,2.297
11/12/1993,2.233
11/15/1993,2.262
11/16/1993,2.25
11/17/1993,2.295
11/18/1993,2.336
11/19/1993,2.385
11/22/1993,2.385
11/23/1993,2.352
11/24/1993,2.355
11/29/1993,2.275
11/30/1993,2.243
12/1/1993,2.198
12/2/1993,2.135
12/3/1993,2.153
12/6/1993,2.033
12/7/1993,2.054
12/8/1993,1.982
12/9/1993,1.916
12/10/1993,1.946
12/13/1993,1.893
12/14/1993,2.016
12/15/1993,2.013
12/16/1993,2.075
12/17/1993,2.105
12/20/1993,2.172
12/21/1993,2.002
12/22/1993,2.022
12/23/1993,1.964
12/27/1993,2.088
12/28/1993,2.075
12/29/1993,2.054
12/30/1993,1.997
1/3/1994,1.929
1/4/1994,1.964
1/5/1994,2.091
1/6/1994,2.094
1/7/1994,2.156
1/10/1994,2.157
1/11/1994,2.219
1/12/1994,2.237
1/13/1994,2.194
1/14/1994,2.268
1/17/1994,2.36
1/18/1994,2.318
1/19/1994,2.252
1/20/1994,2.25
1/21/1994,2.305
1/24/1994,2.47
1/25/1994,2.246
1/26/1994,2.359
1/27/1994,2.417
1/28/1994,2.528
1/31/1994,2.554
2/1/1994,2.639
2/2/1994,2.585
2/3/1994,2.383
2/4/1994,2.369
2/7/1994,2.347
2/8/1994,2.411
2/9/1994,2.358
2/10/1994,2.374
2/11/1994,2.356
2/14/1994,2.252
2/15/1994,2.253
2/16/1994,2.345
2/17/1994,2.385
2/18/1994,2.418
2/22/1994,2.296
2/23/1994,2.232
2/24/1994,2.248
2/25/1994,2.292
2/28/1994,2.208
3/1/1994,2.18
3/2/1994,2.171
3/3/1994,2.146
3/4/1994,2.188
3/7/1994,2.167
3/8/1994,2.196
3/9/1994,2.156
3/10/1994,2.116
3/11/1994,2.096
3/14/1994,2.05
3/15/1994,2.104
3/16/1994,2.163
3/17/1994,2.124
3/18/1994,2.103
3/21/1994,2.055
3/22/1994,2.107
3/23/1994,2.077
3/24/1994,1.981
3/25/1994,2.072
3/28/1994,2.066
3/29/1994,2.062
3/30/1994,2.058
3/31/1994,2.075
4/4/1994,2.144
4/5/1994,2.069
4/6/1994,2.097
4/7/1994,2.085
4/8/1994,2.066
4/11/1994,2.068
4/12/1994,2.089
4/13/1994,2.131
4/14/1994,2.163
4/15/1994,2.187
4/18/1994,2.156
4/19/1994,2.129
4/20/1994,2.139
4/21/1994,2.132
4/22/1994,2.076
4/25/1994,2.152
4/26/1994,2.103
4/28/1994,2.067
4/29/1994,2.067
5/2/1994,2.009
5/3/1994,2.002
5/4/1994,2.034
5/5/1994,2.044
5/6/1994,2.037
5/9/1994,1.986
5/10/1994,1.99
5/11/1994,1.95
5/12/1994,1.947
5/13/1994,1.923
5/16/1994,1.913
5/17/1994,1.949
5/18/1994,1.943
5/19/1994,1.957
5/20/1994,1.904
5/23/1994,1.851
5/24/1994,1.884
5/25/1994,1.836
5/26/1994,1.862
5/27/1994,1.842
5/31/1994,1.917
6/1/1994,1.89
6/2/1994,1.982
6/3/1994,1.965
6/6/1994,1.97
6/7/1994,2.022
6/8/1994,2.087
6/9/1994,2.047
6/10/1994,2.134
6/13/1994,2.121
6/14/1994,2.13
6/15/1994,2.172
6/16/1994,2.134
6/17/1994,2.085
6/20/1994,2.126
6/21/1994,2.078
6/22/1994,2.024
6/23/1994,1.966
6/24/1994,2.134
6/27/1994,2.136
6/28/1994,2.2
6/29/1994,2.18
6/30/1994,2.184
7/1/1994,2.216
7/5/1994,2.131
7/6/1994,2.122
7/7/1994,2.072
7/8/1994,2.023
7/11/1994,2.026
7/12/1994,2.005
7/13/1994,2
7/14/1994,1.977
7/15/1994,1.948
7/18/1994,1.945
7/19/1994,1.959
7/20/1994,1.901
7/21/1994,1.84
7/22/1994,1.789
7/25/1994,1.845
7/26/1994,1.868
7/27/1994,1.843
7/28/1994,1.861
7/29/1994,1.893
8/1/1994,1.878
8/2/1994,1.816
8/3/1994,1.742
8/4/1994,1.761
8/5/1994,1.719
8/8/1994,1.671
8/9/1994,1.703
8/10/1994,1.766
8/11/1994,1.686
8/12/1994,1.72
8/15/1994,1.753
8/16/1994,1.79
8/17/1994,1.837
8/18/1994,1.731
8/19/1994,1.674
8/22/1994,1.612
8/23/1994,1.532
8/24/1994,1.484
8/25/1994,1.62
8/26/1994,1.617
8/29/1994,1.661
8/30/1994,1.601
8/31/1994,1.586
9/1/1994,1.596
9/2/1994,1.56
9/6/1994,1.596
9/7/1994,1.631
9/8/1994,1.659
9/9/1994,1.638
9/12/1994,1.688
9/13/1994,1.675
9/14/1994,1.684
9/15/1994,1.631
9/16/1994,1.628
9/19/1994,1.633
9/20/1994,1.556
9/21/1994,1.493
9/22/1994,1.445
9/23/1994,1.406
9/26/1994,1.716
9/27/1994,1.715
9/28/1994,1.702
9/29/1994,1.707
9/30/1994,1.657
10/3/1994,1.683
10/4/1994,1.692
10/5/1994,1.664
10/6/1994,1.647
10/7/1994,1.624
10/10/1994,1.658
10/11/1994,1.664
10/12/1994,1.642
10/13/1994,1.61
10/14/1994,1.632
10/17/1994,1.653
10/18/1994,1.635
10/19/1994,1.585
10/20/1994,1.557
10/21/1994,1.597
10/24/1994,1.683
10/25/1994,1.947
10/26/1994,2.031
10/27/1994,2.008
10/28/1994,1.992
10/31/1994,1.95
11/1/1994,1.936
11/2/1994,1.869
11/3/1994,1.861
11/4/1994,1.856
11/7/1994,1.759
11/8/1994,1.754
11/9/1994,1.775
11/10/1994,1.741
11/11/1994,1.741
11/14/1994,1.703
11/15/1994,1.735
11/16/1994,1.659
11/17/1994,1.618
11/18/1994,1.685
11/21/1994,1.661
11/22/1994,1.874
11/23/1994,1.875
11/28/1994,1.871
11/29/1994,1.77
11/30/1994,1.695
12/1/1994,1.653
12/2/1994,1.635
12/5/1994,1.728
12/6/1994,1.691
12/7/1994,1.784
12/8/1994,1.847
12/9/1994,1.842
12/12/1994,1.913
12/13/1994,1.768
12/14/1994,1.714
12/15/1994,1.718
12/16/1994,1.685
12/19/1994,1.577
12/20/1994,1.573
12/21/1994,1.592
12/22/1994,1.639
12/23/1994,1.571
12/27/1994,1.694
12/28/1994,1.685
12/29/1994,1.686
12/30/1994,1.725
1/3/1995,1.683
1/4/1995,1.617
1/5/1995,1.552
1/6/1995,1.499
1/9/1995,1.454
1/10/1995,1.439
1/11/1995,1.437
1/12/1995,1.343
1/13/1995,1.323
1/16/1995,1.39
1/17/1995,1.434
1/18/1995,1.335
1/19/1995,1.359
1/20/1995,1.425
1/23/1995,1.389
1/24/1995,1.416
1/25/1995,1.361
1/26/1995,1.382
1/27/1995,1.391
1/30/1995,1.378
1/31/1995,1.354
2/1/1995,1.39
2/2/1995,1.435
2/3/1995,1.482
2/6/1995,1.538
2/7/1995,1.421
2/8/1995,1.438
2/9/1995,1.489
2/10/1995,1.47
2/13/1995,1.39
2/14/1995,1.392
2/15/1995,1.386
2/16/1995,1.399
2/17/1995,1.419
2/21/1995,1.428
2/22/1995,1.428
2/23/1995,1.46
2/24/1995,1.469
2/27/1995,1.43
2/28/1995,1.483
3/1/1995,1.483
3/2/1995,1.481
3/3/1995,1.448
3/6/1995,1.431
3/7/1995,1.432
3/8/1995,1.449
3/9/1995,1.442
3/10/1995,1.463
3/13/1995,1.456
3/14/1995,1.47
3/15/1995,1.506
3/16/1995,1.62
3/17/1995,1.566
3/20/1995,1.523
3/21/1995,1.513
3/22/1995,1.548
3/23/1995,1.566
3/24/1995,1.566
3/27/1995,1.657
3/28/1995,1.635
3/29/1995,1.659
3/30/1995,1.687
3/31/1995,1.685
4/3/1995,1.681
4/4/1995,1.694
4/5/1995,1.654
4/6/1995,1.636
4/7/1995,1.623
4/10/1995,1.597
4/11/1995,1.623
4/12/1995,1.621
4/13/1995,1.619
4/17/1995,1.656
4/18/1995,1.679
4/19/1995,1.717
4/20/1995,1.694
4/21/1995,1.672
4/24/1995,1.713
4/25/1995,1.685
4/26/1995,1.668
4/27/1995,1.652
4/28/1995,1.662
5/1/1995,1.695
5/2/1995,1.666
5/3/1995,1.666
5/4/1995,1.653
5/5/1995,1.651
5/8/1995,1.66
5/9/1995,1.681
5/10/1995,1.678
5/11/1995,1.651
5/12/1995,1.662
5/15/1995,1.73
5/16/1995,1.717
5/17/1995,1.695
5/18/1995,1.743
5/19/1995,1.741
5/22/1995,1.729
5/23/1995,1.757
5/24/1995,1.81
5/25/1995,1.775
5/26/1995,1.769
5/30/1995,1.718
5/31/1995,1.718
6/1/1995,1.735
6/2/1995,1.688
6/5/1995,1.731
6/6/1995,1.686
6/7/1995,1.693
6/8/1995,1.697
6/9/1995,1.704
6/12/1995,1.712
6/13/1995,1.708
6/14/1995,1.698
6/15/1995,1.673
6/16/1995,1.628
6/19/1995,1.62
6/20/1995,1.603
6/21/1995,1.565
6/22/1995,1.565
6/23/1995,1.532
6/26/1995,1.56
6/27/1995,1.569
6/28/1995,1.532
6/29/1995,1.52
6/30/1995,1.53
7/5/1995,1.472
7/6/1995,1.471
7/7/1995,1.5
7/10/1995,1.565
7/11/1995,1.527
7/12/1995,1.536
7/13/1995,1.487
7/14/1995,1.512
7/17/1995,1.494
7/18/1995,1.525
7/19/1995,1.495
7/20/1995,1.463
7/21/1995,1.438
7/24/1995,1.385
7/25/1995,1.432
7/26/1995,1.47
7/27/1995,1.49
7/28/1995,1.523
7/31/1995,1.614
8/1/1995,1.459
8/2/1995,1.422
8/3/1995,1.432
8/4/1995,1.456
8/7/1995,1.478
8/8/1995,1.471
8/9/1995,1.539
8/10/1995,1.504
8/11/1995,1.503
8/14/1995,1.55
8/15/1995,1.559
8/16/1995,1.527
8/17/1995,1.53
8/18/1995,1.577
8/21/1995,1.618
8/22/1995,1.567
8/23/1995,1.568
8/24/1995,1.575
8/25/1995,1.694
8/28/1995,1.656
8/29/1995,1.693
8/30/1995,1.702
8/31/1995,1.748
9/1/1995,1.74
9/5/1995,1.701
9/6/1995,1.644
9/7/1995,1.626
9/8/1995,1.642
9/11/1995,1.655
9/12/1995,1.653
9/13/1995,1.72
9/14/1995,1.651
9/15/1995,1.658
9/18/1995,1.604
9/19/1995,1.589
9/20/1995,1.596
9/21/1995,1.614
9/22/1995,1.644
9/25/1995,1.764
9/26/1995,1.763
9/27/1995,1.726
9/28/1995,1.75
9/29/1995,1.75
10/2/1995,1.894
10/3/1995,1.809
10/4/1995,1.829
10/5/1995,1.795
10/6/1995,1.802
10/9/1995,1.845
10/10/1995,1.802
10/11/1995,1.761
10/12/1995,1.735
10/13/1995,1.75
10/16/1995,1.709
10/17/1995,1.721
10/18/1995,1.727
10/19/1995,1.723
10/20/1995,1.754
10/23/1995,1.763
10/24/1995,1.772
10/25/1995,1.81
10/26/1995,1.83
10/27/1995,1.839
10/30/1995,1.85
10/31/1995,1.866
11/1/1995,1.849
11/2/1995,1.844
11/3/1995,1.833
11/6/1995,1.824
11/7/1995,1.844
11/8/1995,1.868
11/9/1995,1.856
11/10/1995,1.901
11/13/1995,1.912
11/14/1995,1.906
11/15/1995,1.919
11/16/1995,1.969
11/17/1995,2.024
11/20/1995,2.157
11/21/1995,2.241
11/22/1995,2.113
11/27/1995,2.088
11/28/1995,2.024
11/29/1995,2.031
11/30/1995,2.018
12/1/1995,2.069
12/4/1995,2.12
12/5/1995,2.225
12/6/1995,2.207
12/7/1995,2.208
12/8/1995,2.216
12/11/1995,2.193
12/12/1995,2.235
12/13/1995,2.286
12/14/1995,2.353
12/15/1995,2.364
12/18/1995,2.504
12/19/1995,2.868
12/20/1995,3.071
12/21/1995,3.448
12/22/1995,2.368
12/26/1995,2.468
12/27/1995,2.868
12/28/1995,2.509
12/29/1995,2.619
1/2/1996,2.859
1/3/1996,2.986
1/4/1996,2.964
1/5/1996,2.916
1/9/1996,2.928
1/10/1996,2.809
1/11/1996,2.49
1/12/1996,2.317
1/15/1996,2.017
1/16/1996,2.074
1/17/1996,2.336
1/18/1996,2.264
1/19/1996,2.168
1/22/1996,2.125
1/23/1996,2.445
1/24/1996,2.493
