date,EBAY,YHOO
9/16/2013,53.65,29.62
9/17/2013,54.63,30
9/18/2013,54.68,30.44
9/19/2013,54.45,31.03
9/20/2013,54.95,30.93
9/23/2013,54.76,30.26
9/24/2013,55.17,31.27
9/25/2013,54.21,31.34
9/26/2013,56.64,32.75
9/27/2013,55.78,33.55
9/30/2013,55.8,33.17
10/1/2013,55.97,34.31
10/2/2013,55.63,34.14
10/3/2013,54.91,33.88
10/4/2013,55.58,34.89
10/7/2013,54.57,34.14
10/8/2013,52.97,32.93
10/9/2013,52.33,33.01
10/10/2013,53.42,33.87
10/11/2013,54.37,34.15
10/14/2013,54.77,34
10/15/2013,53.97,33.38
10/16/2013,53.52,33.09
10/17/2013,51.38,32.74
10/18/2013,52.2,33.43
10/21/2013,51.94,34.06
10/22/2013,51.83,33.94
10/23/2013,51.73,33.1
10/24/2013,52.34,33.08
10/25/2013,51.64,32.25
10/28/2013,51.97,32.35
10/29/2013,53.34,33.17
10/30/2013,52.73,32.57
10/31/2013,52.71,32.94
11/1/2013,51.94,33.18
11/4/2013,51.37,33.19
11/5/2013,51.08,32.97
11/6/2013,53.28,32.88
11/7/2013,52.57,32.11
11/8/2013,53,33.12
11/11/2013,52.82,33.82
11/12/2013,52.83,34.07
11/13/2013,53.03,35.1
11/14/2013,52.88,35.69
11/15/2013,52.6,35.47
11/18/2013,52.08,34.98
11/19/2013,52.13,34.63
11/20/2013,50.39,35.62
11/21/2013,50.21,36.3
11/22/2013,50.33,36.49
11/25/2013,49.04,36.29
11/26/2013,48.76,36.64
11/27/2013,49.3,36.96
11/29/2013,50.52,36.98
12/2/2013,51.35,37.01
12/3/2013,51.93,36.56
12/4/2013,51.09,38.13
12/5/2013,51.41,38.87
12/6/2013,52.01,38.86
12/9/2013,51.69,38.87
12/10/2013,51.92,40.22
12/11/2013,51.37,39.16
12/12/2013,51.37,39.35
12/13/2013,51.55,39.73
12/16/2013,53.11,39.73
12/17/2013,52.58,39.51
12/18/2013,53.13,40.04
12/19/2013,53.4,40.2
12/20/2013,54.58,40.12
12/23/2013,55.3,40.77
12/24/2013,55.17,40.85
12/26/2013,54.06,40.65
12/27/2013,54.18,40.49
12/30/2013,54.01,40.2
12/31/2013,54.87,40.44
1/2/2014,53.94,39.59
1/3/2014,53.26,40.12
1/6/2014,51.78,39.93
1/7/2014,52.87,40.92
1/8/2014,52.37,41.02
1/9/2014,52.07,40.92
1/10/2014,52.16,41.23
1/13/2014,52.54,39.99
1/14/2014,52.96,41.14
1/15/2014,53.79,41.07
1/16/2014,53.74,40.34
1/17/2014,53.2,40.01
1/21/2014,54.15,39.52
1/22/2014,54.41,40.18
1/23/2014,54.94,39.39
1/24/2014,54.37,37.91
1/27/2014,52.88,36.65
1/28/2014,53.16,38.22
1/29/2014,52.19,34.89
1/30/2014,53.18,35.31
1/31/2014,53.2,36.01
2/3/2014,52.39,34.9
2/4/2014,52.91,35.66
2/5/2014,53.52,35.49
2/6/2014,54.37,36.24
2/7/2014,54.59,37.23
2/10/2014,53.78,37.76
2/11/2014,54.31,38.5
2/12/2014,54.83,38.11
2/13/2014,54.92,38.52
2/14/2014,54.77,38.23
2/18/2014,55.15,38.31
2/19/2014,54.74,37.81
2/20/2014,54.96,37.79
2/21/2014,54.59,37.29
2/24/2014,56.3,37.42
2/25/2014,56.15,37.26
2/26/2014,57.34,37.62
2/27/2014,58.34,38.47
2/28/2014,58.77,38.67
3/3/2014,58.31,38.25
3/4/2014,59.06,39.63
3/5/2014,58.86,39.5
3/6/2014,59.3,39.66
3/7/2014,59.06,38.7
3/10/2014,58.22,38.05
3/11/2014,57.54,37.56
3/12/2014,57.98,37.5
3/13/2014,56.7,37.23
3/14/2014,56.74,37.6
3/17/2014,57.42,39.11
3/18/2014,57.84,39.45
3/19/2014,57.3,38.61
3/20/2014,57.12,37.77
3/21/2014,56.96,37.94
3/24/2014,56.54,36.68
3/25/2014,56.33,35.93
3/26/2014,55.6,35.45
3/27/2014,55.18,35.59
3/28/2014,55.19,35.9
3/31/2014,55.24,35.9
4/1/2014,56.04,36.49
4/2/2014,55.45,36.64
4/3/2014,54.58,35.76
4/4/2014,54,34.26
4/7/2014,52.95,33.07
4/8/2014,54.8,33.83
4/9/2014,55.89,34.87
4/10/2014,54.08,33.4
4/11/2014,53.46,32.87
4/14/2014,53.98,33.45
4/15/2014,53.9,34.21
4/16/2014,54.69,36.35
4/17/2014,54.97,36.38
4/21/2014,54.93,36.4
4/22/2014,55.47,36.14
4/23/2014,54.94,35.44
4/24/2014,54.84,35.24
4/25/2014,53.72,34.48
4/28/2014,53.64,33.99
4/29/2014,54.54,35.83
4/30/2014,51.83,35.95
5/1/2014,51.69,36.51
5/2/2014,52.01,36.87
5/5/2014,52,36.91
5/6/2014,50.95,36.49
5/7/2014,50.57,34.07
5/8/2014,50.26,33.92
5/9/2014,50.54,33.76
5/12/2014,51.33,34.45
5/13/2014,51.58,34.4
5/14/2014,51.65,34.17
5/15/2014,51.36,33.8
5/16/2014,51.95,33.41
5/19/2014,52.33,33.89
5/20/2014,51.96,33.87
5/21/2014,51.88,34.36
5/22/2014,51.5,34.7
5/23/2014,52.02,35.02
5/27/2014,51.77,35.12
5/28/2014,50.39,34.78
5/29/2014,50.14,34.9
5/30/2014,50.73,34.65
6/2/2014,50.49,34.87
6/3/2014,50.42,34.65
6/4/2014,50.45,34.73
6/5/2014,50.58,34.94
6/6/2014,49.7,35.92
6/9/2014,49.58,36.04
6/10/2014,48.25,36.31
6/11/2014,48.83,36.63
6/12/2014,48.56,36.78
6/13/2014,49.04,36.94
6/16/2014,49,34.81
6/17/2014,49.06,34.43
6/18/2014,49.66,34.94
6/19/2014,49.6,34.68
6/20/2014,49.34,34.05
6/23/2014,49.39,33.64
6/24/2014,48.85,33.48
6/25/2014,49.32,33.25
6/26/2014,49.47,33.66
6/27/2014,50.08,34.25
6/30/2014,50.06,35.13
7/1/2014,50.5,35.35
7/2/2014,50.55,35.88
7/3/2014,50.94,36.14
7/7/2014,50.74,35.52
7/8/2014,50.18,34.53
7/9/2014,50.93,34.85
7/10/2014,50.34,34.93
7/11/2014,51.5,35.43
7/14/2014,51.16,35.7
7/15/2014,50.82,35.61
7/16/2014,50.7,33.79
7/17/2014,51.03,33.21
7/18/2014,51.48,33.33
7/21/2014,51.7,33.28
7/22/2014,52.05,33.6
7/23/2014,52.66,34.71
7/24/2014,53.23,36.17
7/25/2014,52.75,36.12
7/28/2014,52.93,35.9
7/29/2014,53.21,35.68
7/30/2014,53.23,36.6
7/31/2014,52.83,35.81
8/1/2014,52.53,35.62
8/4/2014,53.06,36.53
8/5/2014,53.26,35.7
8/6/2014,53.46,35.79
8/7/2014,53.56,35.66
8/8/2014,54.09,35.91
8/11/2014,53.88,35.79
8/12/2014,53.43,35.52
8/13/2014,52.94,36.19
8/14/2014,52.93,36.36
8/15/2014,52.64,36.47
8/18/2014,53.11,37.38
8/19/2014,53.75,37.83
8/20/2014,53.4,37.5
8/21/2014,55.89,37.64
8/22/2014,55.5,38.01
8/25/2014,55.49,37.71
8/26/2014,56.25,37.79
8/27/2014,55.92,38.18
8/28/2014,55.43,38.31
8/29/2014,55.5,38.51
9/2/2014,54.88,39.27
9/3/2014,54.55,38.87
9/4/2014,54.44,39.19
9/5/2014,53.9,39.59
9/8/2014,54.23,41.81
9/9/2014,52.73,40.78
9/10/2014,51.1,41.14
9/11/2014,50.68,41.26
9/12/2014,52.19,42.88
9/15/2014,50.96,42.55
9/16/2014,51.61,42.71
9/17/2014,51.95,42.59
9/18/2014,52.7,42.09
9/19/2014,52.4,40.93
9/22/2014,52.47,38.65
9/23/2014,52.74,39.05
9/24/2014,52.93,39.88
9/25/2014,52.15,38.95
9/26/2014,52.93,40.66
9/29/2014,52.66,40.52
9/30/2014,56.63,40.75
10/1/2014,55.46,40.32
10/2/2014,54.86,40.5
10/3/2014,54.44,41.03
10/6/2014,53.55,41.52
10/7/2014,52.97,40.93
10/8/2014,54.51,41.08
10/9/2014,52.86,41.1
10/10/2014,51.86,39.6
10/13/2014,50.46,38.38
10/14/2014,50.59,37.97
10/15/2014,50.24,37.82
10/16/2014,47.88,38.12
10/17/2014,47.95,38.45
10/20/2014,49.2,39.28
10/21/2014,50.86,40.18
10/22/2014,50.13,42
10/23/2014,50.79,42.6
10/24/2014,51.12,43.5
10/27/2014,51.19,44.7
10/28/2014,51.2,45.87
10/29/2014,51.33,45.43
10/30/2014,51.55,45.63
10/31/2014,52.5,46.05
11/3/2014,52.7,46.34
11/4/2014,53.27,47.08
11/5/2014,53.59,47.46
11/6/2014,53.26,47.93
11/7/2014,53.52,48.55
11/10/2014,53.89,49.41
11/11/2014,54.19,49.05
11/12/2014,54.06,50.6
11/13/2014,54.37,50.5
11/14/2014,54.36,51.75
11/17/2014,54.83,52.37
11/18/2014,55.38,51.75
11/19/2014,54.94,50.58
11/20/2014,54.54,51.25
11/21/2014,54.42,51.04
11/24/2014,54.39,51.83
11/25/2014,54.4,51.72
11/26/2014,54.57,51.93
11/28/2014,54.88,51.74
12/1/2014,54.87,50.1
12/2/2014,55.02,50.67
12/3/2014,54.81,50.28
12/4/2014,54.67,50.41
12/5/2014,54.81,50.99
12/8/2014,55.15,49.62
12/9/2014,55.4,50.51
12/10/2014,55.27,49.21
12/11/2014,56.79,49.94
12/12/2014,55.77,50.24
12/15/2014,55.44,49.82
12/16/2014,55.94,48.85
12/17/2014,56.41,50.12
12/18/2014,57.53,50.91
12/19/2014,57.14,50.88
12/22/2014,57.33,51.15
12/23/2014,57.23,50.02
12/24/2014,57.1,50.65
12/26/2014,57.04,50.86
12/29/2014,57.03,50.53
12/30/2014,57.22,51.22
12/31/2014,56.12,50.51
1/2/2015,56.21,50.17
1/5/2015,55.74,49.13
1/6/2015,55.02,49.21
1/7/2015,54.93,48.59
1/8/2015,56.41,50.23
1/9/2015,55.63,49.72
1/12/2015,55.2,48.8
1/13/2015,55.13,48.3
1/14/2015,54.03,47.51
1/15/2015,53.02,46.23
1/16/2015,53.66,46.47
1/20/2015,53.68,47.63
1/21/2015,53.38,48.18
1/22/2015,57.15,48.89
1/23/2015,56.76,48.95
1/26/2015,56.06,49.44
1/27/2015,54.69,47.99
1/28/2015,53.84,46.46
1/29/2015,53.96,43.73
1/30/2015,53,43.99
